83714;01/11/1979;1200;1;
83714;02/11/1979;1200;34.8;
83714;05/11/1979;1200;0;
83714;06/11/1979;1200;0;
83714;07/11/1979;1200;0;
83714;08/11/1979;1200;0;
83714;09/11/1979;1200;14.7;
83714;10/11/1979;1200;9.7;
83714;11/11/1979;1200;31.5;
83714;12/11/1979;1200;0;
83714;13/11/1979;1200;0;
83714;14/11/1979;1200;0.2;
83714;15/11/1979;1200;10.8;
83714;16/11/1979;1200;0;
83714;17/11/1979;1200;0;
83714;18/11/1979;1200;0;
83714;20/11/1979;1200;0.4;
83714;21/11/1979;1200;0;
83714;22/11/1979;1200;0.2;
83714;23/11/1979;1200;22.1;
83714;24/11/1979;1200;11;
83714;25/11/1979;1200;34;
83714;26/11/1979;1200;12.3;
83714;28/11/1979;1200;0;
83714;29/11/1979;1200;0;
83714;30/11/1979;1200;0;
83714;01/12/1979;1200;0;
83714;02/12/1979;1200;10.8;
83714;03/12/1979;1200;18;
83714;04/12/1979;1200;5.7;
83714;05/12/1979;1200;26;
83714;06/12/1979;1200;0;
83714;07/12/1979;1200;0;
83714;08/12/1979;1200;6.2;
83714;09/12/1979;1200;0;
83714;11/12/1979;1200;13.4;
83714;12/12/1979;1200;3;
83714;14/12/1979;1200;4.6;
83714;16/12/1979;1200;3;
83714;17/12/1979;1200;0.3;
83714;18/12/1979;1200;0;
83714;19/12/1979;1200;0;
83714;20/12/1979;1200;0.7;
83714;21/12/1979;1200;0;
83714;22/12/1979;1200;0.7;
83714;23/12/1979;1200;15.2;
83714;24/12/1979;1200;0.3;
83714;25/12/1979;1200;19.4;
83714;26/12/1979;1200;17.2;
83714;27/12/1979;1200;34.8;
83714;28/12/1979;1200;0.7;
83714;29/12/1979;1200;0;
83714;30/12/1979;1200;0;
83714;31/12/1979;1200;1;
83714;01/01/1980;1200;50.9;
83714;02/01/1980;1200;0;
83714;03/01/1980;1200;0;
83714;04/01/1980;1200;0;
83714;05/01/1980;1200;0;
83714;06/01/1980;1200;0;
83714;08/01/1980;1200;2;
83714;09/01/1980;1200;8.3;
83714;10/01/1980;1200;41.6;
83714;13/01/1980;1200;8.7;
83714;14/01/1980;1200;0.5;
83714;16/01/1980;1200;0;
83714;19/01/1980;1200;26;
83714;20/01/1980;1200;4.8;
83714;22/01/1980;1200;5;
83714;23/01/1980;1200;0;
83714;24/01/1980;1200;0;
83714;26/01/1980;1200;9;
83714;27/01/1980;1200;11;
83714;28/01/1980;1200;0.1;
83714;29/01/1980;1200;50.2;
83714;31/01/1980;1200;0;
83714;01/02/1980;1200;3.2;
83714;02/02/1980;1200;39;
83714;04/02/1980;1200;4;
83714;05/02/1980;1200;1.7;
83714;06/02/1980;1200;0;
83714;07/02/1980;1200;0;
83714;08/02/1980;1200;2;
83714;09/02/1980;1200;0.3;
83714;10/02/1980;1200;0;
83714;11/02/1980;1200;0;
83714;12/02/1980;1200;0;
83714;14/02/1980;1200;18;
83714;15/02/1980;1200;6.5;
83714;16/02/1980;1200;14.8;
83714;17/02/1980;1200;35.4;
83714;19/02/1980;1200;34.7;
83714;20/02/1980;1200;5.6;
83714;21/02/1980;1200;0.1;
83714;22/02/1980;1200;2.6;
83714;23/02/1980;1200;0.6;
83714;24/02/1980;1200;7.2;
83714;25/02/1980;1200;0;
83714;26/02/1980;1200;0;
83714;27/02/1980;1200;2.3;
83714;28/02/1980;1200;12.2;
83714;29/02/1980;1200;0;
83714;01/03/1980;1200;0;
83714;03/03/1980;1200;0;
83714;04/03/1980;1200;0;
83714;05/03/1980;1200;0;
83714;06/03/1980;1200;0;
83714;07/03/1980;1200;0;
83714;08/03/1980;1200;1.2;
83714;09/03/1980;1200;6.5;
83714;10/03/1980;1200;0;
83714;11/03/1980;1200;4;
83714;12/03/1980;1200;27.1;
83714;13/03/1980;1200;2;
83714;14/03/1980;1200;20;
83714;15/03/1980;1200;17.6;
83714;16/03/1980;1200;19.2;
83714;17/03/1980;1200;12.3;
83714;18/03/1980;1200;0;
83714;19/03/1980;1200;0;
83714;20/03/1980;1200;0.1;
83714;22/03/1980;1200;0;
83714;23/03/1980;1200;0;
83714;25/03/1980;1200;0;
83714;26/03/1980;1200;0;
83714;27/03/1980;1200;0;
83714;28/03/1980;1200;0;
83714;29/03/1980;1200;0;
83714;30/03/1980;1200;0.5;
83714;01/04/1980;1200;3.4;
